CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INST,altitud,latitud,longitud,DEPARTAMEN,MUNICIPIO,AREA_OPERA,AREA_HIDRO,ZONA_HIDRO,ENTIDAD,CORRIENTE,FECHA_SUSP,SUBZONA_HI,COMID,new_COMID,watershed,subbasin
24037070,MAGUNCIA [24037070],Limnimetrica,Convencional,Activa,1/15/64,2534,5.73983626,-73.20974802,Boyaca,Sotaquira,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sotaquira,,Rio Chicamocha,0,9008237,south_america,geoglows
24037080,LA GRUTA  - AUT [24037080],Limnimetrica,Automatica con Telemetria,Activa,3/14/79,2500,5.565888525,-73.05647868,Boyaca,Pesca,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Pesca,,Rio Chicamocha,133969,9008715,south_america,geoglows
24037090,SAN RAFAEL [24037090],Limnimetrica,Convencional,Suspendida,1/14/64,2500,5.708755418,-73.24124459,Boyaca,Tuta,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chulo,2/22/19,Rio Chicamocha,134009,9008665,south_america,geoglows
24037100,VEGAS LAS [24037100],Limnimetrica,Convencional,Activa,11/15/90,2700,5.807083337,-73.07041667,Boyaca,Duitama,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Surba,,Rio Chicamocha,0,9008174,south_america,geoglows
24037120,LA VEGA [24037120],Limnimetrica,Convencional,Activa,1/15/64,2550,5.586706267,-72.99395639,Boyaca,Cuitiva,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Iza,,Rio Chicamocha,133956,9008694,south_america,geoglows
24037130,LA REFORMA [24037130],Limnigrafica,Convencional,Activa,6/15/66,2523,5.74875,-73.18958333,Boyaca,Sotaquira,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chicamocha,,Rio Chicamocha,133888,9008238,south_america,geoglows
24037180,DESPUES DEL SIFON [24037180],Limnimetrica,Convencional,Suspendida,11/15/69,2500,5.781280849,-72.99352579,Boyaca,Tibasosa,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Canal Del Cuche,9/15/05,Rio Chicamocha,133888,9008234,south_america,geoglows
24037190,SAN RAFAEL  - AUT [24037190],Limnigrafica,Automatica con Telemetria,Activa,2/14/72,2500,5.80875,-73.01375,Boyaca,Tibasosa,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chicamocha,,Rio Chicamocha,133888,9008234,south_america,geoglows
24037250,PILAS LAS [24037250],Limnimetrica,Convencional,Suspendida,10/15/70,2500,5.664613771,-73.27685913,Boyaca,Tuta,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chulo,9/15/97,Rio Chicamocha,134009,9008665,south_america,geoglows
24037270,CHITICUY [24037270],Limnimetrica,Convencional,Activa,12/15/91,2500,5.843392186,-73.02380357,Boyaca,Duitama,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Quebrada Chiticuy,,Rio Chicamocha,0,9008120,south_america,geoglows
24037290,PUENTE CHAMEZA  - AUT [24037290],Limnigrafica,Automatica con Telemetria,Activa,2/14/71,2490,5.758364157,-72.91671831,Boyaca,Sogamoso,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chicamocha,,Rio Chicamocha,133847,9008223,south_america,geoglows
24037310,CORRALES [24037310],Limnimetrica,Convencional,Suspendida,2/15/71,2400,5.831281032,-72.87685913,Boyaca,Corrales,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Busbanza,12/15/92,Rio Chicamocha,0,9008085,south_america,geoglows
24037320,LA SIBERIA [24037320],Limnigrafica,Convencional,Activa,4/15/71,2248,5.769583337,-73.11691401,Boyaca,Paipa,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chicamocha,,Rio Chicamocha,133888,9008238,south_america,geoglows
24037380,SAN LUIS [24037380],Limnimetrica,Convencional,Activa,6/15/74,2550,6.460416669,-72.43116332,Boyaca,Guican,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Nevado,,Rio Chicamocha,133267,9006838,south_america,geoglows
24037410,PUENTE COLORADO [24037410],Limnimetrica,Convencional,Activa,5/15/74,2500,6.014583333,-72.80541667,Boyaca,Belen (Boyaca),Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Minas,,Rio Chicamocha,133661,9007770,south_america,geoglows
24037430,SAN RAFAEL [24037430],Limnimetrica,Convencional,Suspendida,1/15/72,2480,5.789819879,-73.03184683,Boyaca,Tibasosa,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Canal Principal,2/15/02,Rio Chicamocha,133888,9008177,south_america,geoglows
24037460,CAMBULOS LOS [24037460],Limnimetrica,Convencional,Suspendida,10/15/69,2500,5.748750003,-72.94382171,Boyaca,Sogamoso,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Canal Principal,2/15/02,Rio Chicamocha,133888,9008234,south_america,geoglows
24037470,MARLEN [24037470],Limnimetrica,Convencional,Suspendida,3/15/74,2610,5.614613594,-73.21019246,Boyaca,Toca,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tuta,4/15/90,Rio Chicamocha,134001,9008732,south_america,geoglows
24037480,TRINIDAD LA [24037480],Limnimetrica,Convencional,Activa,8/15/78,2500,5.79791667,-73.07708334,Boyaca,Duitama,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Surba,,Rio Chicamocha,0,9008174,south_america,geoglows
24037490,PUENTE TOTUMO  - AUT [24037490],Limnimetrica,Automatica con Telemetria,Activa,9/14/95,1200,6.437916667,-72.63708333,Boyaca,Boavita,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Nevado,,Rio Chicamocha,133274,9006848,south_america,geoglows
24037510,PAZ DE RIO [24037510],Limnigrafica,Convencional,Activa,11/15/80,2200,5.984583334,-72.74708334,Boyaca,Paz De Rio,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chicamocha,,Rio Chicamocha,133810,9007832,south_america,geoglows
24037580,SAN FRANCISCO [24037580],Limnimetrica,Convencional,Activa,3/15/91,2700,5.577585684,-73.22341468,Boyaca,Toca,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Riogrande,,Rio Chicamocha,0,9008732,south_america,geoglows
24037590,CHORRERA LA [24037590],Limnimetrica,Convencional,Suspendida,3/14/91,2700,5.620974726,-73.17658135,Boyaca,Toca,Area Operativa 06 - Boyaca-Casanare-Vichada,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,La Chorrera,2/22/19,Rio Chicamocha,0,9008519,south_america,geoglows
35077040,SANTA MARIA [35077040],Limnimetrica,Convencional,Suspendida,4/15/55,850,4.864611127,-73.27685913,Boyaca,Santa Maria (Boyaca),Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bata,8/15/82,Rio Garagoa,134835,9010541,south_america,geoglows
35077060,PALMA LA [35077060],Limnigrafica,Convencional,Suspendida,3/15/73,252,5.374383048,-73.36375001,Boyaca,Ramiriqui,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Jenesano,12/15/87,Rio Garagoa,134291,9009276,south_america,geoglows
35077070,SALITRE EL [35077070],Limnimetrica,Convencional,Suspendida,12/15/74,1285,4.981278147,-73.49352579,Boyaca,Somondoco,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Somondoco,6/15/90,Rio Garagoa,134598,9010037,south_america,geoglows
35077080,PTE FIERRO  - AUT  [35077080],Limnigrafica,Automatica con Telemetria,Activa,12/15/74,1335,4.977944808,-73.47019246,Boyaca,Somondoco,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Somondoco,,Rio Garagoa,134598,9010037,south_america,geoglows
35077090,PUENTE ADRIANA [35077090],Limnimetrica,Convencional,Activa,8/15/85,258,5.38375,-73.36125,Boyaca,Jenesano,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Jenesano,,Rio Garagoa,134291,9009276,south_america,geoglows
35077120,CARACOL EL [35077120],Limnigrafica,Convencional,Activa,12/15/74,1298,5.057083334,-73.38958333,Boyaca,Garagoa,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Garagoa,,Rio Garagoa,134555,9009931,south_america,geoglows
35087010,SAN AGUSTIN [35087010],Limnigrafica,Convencional,Activa,3/15/61,416,4.859583333,-73.23291667,Boyaca,Santa Maria (Boyaca),Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Lengupa,,Rio Lengupa,134764,9010391,south_america,geoglows
35087020,PAEZ,Limnimetrica,Automatica con Telemetria,Activa,12/15/75,873,5.08125,-73.06791667,Boyaca,Campohermoso,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Lengupa,,Rio Lengupa,134673,9010185,south_america,geoglows
35087030,PUENTE FORERO [35087030],Limnimetrica,Convencional,Activa,11/15/79,1686,5.098150747,-73.26044246,Boyaca,Garagoa,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tunjita,,Rio Lengupa,0,9010184,south_america,geoglows
35087040,CEDROS LOS [35087040],Limnimetrica,Convencional,Activa,9/15/56,1218,5.017916667,-73.21708333,Boyaca,Campohermoso,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tunjita,,Rio Lengupa,134672,9010184,south_america,geoglows
35087060,CHAPASIA [35087060],Limnimetrica,Convencional,Activa,9/15/81,121,5.164426556,-73.0910932,Boyaca,Miraflores (Boyaca),Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Lengupa,,Rio Lengupa,134673,9010185,south_america,geoglows
35097080,CEIBAL EL [35097080],Limnimetrica,Convencional,Activa,9/15/81,700,5.079334017,-73.04435913,Boyaca,Paez,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Upia,,Rio Upia,134756,9010038,south_america,geoglows
35097100,MOMBITA PUENTE ROMERA [35097100],Limnigrafica,Convencional,Suspendida,3/15/81,1216,5.247603772,-72.94625001,Boyaca,Aquitania,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Upia,2/15/02,Rio Upia,134756,9010038,south_america,geoglows
35197010,HORQUETA LA [35197010],Limnimetrica,Convencional,Suspendida,2/15/71,315,5.584177722,-72.81001106,Boyaca,Aquitania,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cusiana,7/15/80,Rio Cusiana,0,9009300,south_america,geoglows
35197020,VADO HONDO  - AUT [35197020],Limnigrafica,Automatica con Telemetria,Activa,3/14/73,2831,5.509583338,-72.76291668,Boyaca,Aquitania,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cusiana,,Rio Cusiana,134383,9009300,south_america,geoglows
35197050,RANCHERIAS [35197050],Limnigrafica,Convencional,Activa,3/15/80,2155,5.446250003,-72.70375001,Boyaca,Pajarito,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cusiana,,Rio Cusiana,134383,9009300,south_america,geoglows
35197060,NEGRA LA [35197060],Limnimetrica,Convencional,Suspendida,3/15/80,842,5.30584882,-72.72041667,Boyaca,Pajarito,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cusiana,6/15/90,Rio Cusiana,0,9009299,south_america,geoglows
35197070,PUENTE LAS CANAS [35197070],Limnimetrica,Convencional,Activa,7/15/80,3135,5.582916671,-72.80791668,Boyaca,Aquitania,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cusiana,,Rio Cusiana,0,9009300,south_america,geoglows
35197190,PAJARITO - AUT [35197190],Limnigrafica,Automatica con Telemetria,Activa,5/15/99,770,5.28375,-72.70041667,Boyaca,Pajarito,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cusiana,,Rio Cusiana,134383,9009300,south_america,geoglows
35217090,LABRANZA GRANDE AUT [35217090],Limnigrafica,Automatica con Telemetria,Activa,12/15/16,1125,5.564724205,-72.58291668,Boyaca,Labranzagrande,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Rio Cravo Sur,,Rio Cravo Sur,134231,9008668,south_america,geoglows
37037010,PASO DE LA CANOA - AUT [37037010],Limnigrafica,Automatica con Telemetria,Activa,11/14/72,374,7.035416667,-72.15291667,Boyaca,Cubara,Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cobugon,,Rio Cobugon - Rio Cobaria,132825,9005839,south_america,geoglows
23057010,PUENTE CARRETERA [23057010],Limnimetrica,Convencional,Suspendida,2/15/63,240,5.572083336,-74.85791667,Caldas,Victoria,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,La Miel,9/15/05,Directos Magdalena entre Rios Guarino y La Miel,134025,9008638,south_america,geoglows
26147040,BUENOS AIRES [26147040],Limnigrafica,Convencional,Activa,3/15/66,1105,5.186334362,-75.82347024,Caldas,Anserma,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Risaralda,,Rio Risaralda,134616,9010077,south_america,geoglows
26147050,VIRGEN LA [26147050],Limnigrafica,Convencional,Suspendida,7/15/70,1237,5.233588819,-75.81458334,Caldas,Anserma,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Risaralda,1/8/21,Rio Risaralda,134348,9009418,south_america,geoglows
26147140,PUENTE NEGRO  - AUT [26147140],Limnigrafica,Automatica con Telemetria,Activa,5/14/75,947,4.987916667,-75.87125,Caldas,Belalcazar,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Risaralda,,Rio Risaralda,134616,9010077,south_america,geoglows
26157020,RETIRO EL [26157020],Limnigrafica,Convencional,Activa,12/15/61,848,5.124460558,-75.68227579,Caldas,Palestina (Caldas),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chinchina,,Rio Chinchina,134472,9009728,south_america,geoglows
26157060,RIO CLARO [26157060],Limnimetrica,Convencional,Suspendida,8/15/84,1530,4.997083338,-75.55458334,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Claro,5/15/95,Rio Chinchina,134655,9010195,south_america,geoglows
26157070,ENEA LA [26157070],Limnigrafica,Convencional,Suspendida,7/15/84,230,5.031278305,-75.47685913,Caldas,Manizales,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Quebrada Manizales,5/15/96,Rio Chinchina,134573,9009986,south_america,geoglows
26157080,CHUPADEROS [26157080],Limnigrafica,Convencional,Suspendida,7/15/84,21,5.034326607,-75.48015994,Caldas,Manizales,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chinchina,1/6/16,Rio Chinchina,134573,9009986,south_america,geoglows
26157100,SAN GABRIEL [26157100],Limnimetrica,Convencional,Activa,7/15/84,1173,5.11875,-75.56541667,Caldas,Manizales,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guacaica,,Rio Chinchina,134488,9009757,south_america,geoglows
26157190,RIO CLARO - AUT [26157190],Limnigrafica,Automatica con Telemetria,Activa,12/9/08,2706,4.91291667,-75.45708334,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Claro,,Rio Chinchina,134655,9010195,south_america,geoglows
26157200,SIETECUERALES - AUT [26157200],Limnigrafica,Automatica con Telemetria,Activa,12/11/08,3794,4.901250004,-75.45041667,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Claro,,Rio Chinchina,134655,9010195,south_america,geoglows
26167010,PUENTE LAS JUNTAS [26167010],Limnigrafica,Convencional,Suspendida,6/15/65,860,5.236131908,-75.64875001,Caldas,Neira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tapias,2/15/96,Rio Tapias y otros directos al Cauca,134349,9009429,south_america,geoglows
26167030,MARIA LA [26167030],Limnimetrica,Convencional,Suspendida,9/15/67,790,5.181278786,-75.71019246,Caldas,Anserma,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cauca,5/15/85,Rio Frio y Otros Directos al Cauca,0,9009608,south_america,geoglows
26167060,PAILA LA [26167060],Limnigrafica,Convencional,Activa,2/15/71,916,5.232916667,-75.64458333,Caldas,Neira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tapias,,Rio Tapias y otros directos al Cauca,134349,9009429,south_america,geoglows
26167070,IRRA  - AUT [26167070],Limnigrafica,Automatica con Telemetria,Activa,11/14/61,766,5.26875,-75.66541667,Caldas,Neira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cauca,,Rio Tapias y otros directos al Cauca,134437,9009364,south_america,geoglows
26167080,GUACARI [26167080],Limnimetrica,Convencional,Suspendida,8/15/84,801,5.277083337,-75.65763405,Caldas,Filadelfia,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Quebrada Honda,10/22/10,Rio Tapias y otros directos al Cauca,0,9009374,south_america,geoglows
26167090,COSTA AZUL  [26167090],Limnigrafica,Automatica sin Telemetria,Suspendida,8/14/84,1800,5.35625,-75.49291667,Caldas,Salamina (Caldas),Area Operativa 01 - Antioquia-Choco,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chamberi,10/11/18,Rio Tapias y otros directos al Cauca,134228,9009169,south_america,geoglows
26177010,PUENTE CARRETERA [26177010],Limnimetrica,Convencional,Activa,7/15/64,1192,5.449980922,-75.664055,Caldas,Supia,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Supia,,Rio Frio y Otros Directos al Cauca,134203,9009083,south_america,geoglows
26187040,QUITASUENO  - AUT [26187040],Limnigrafica,Automatica con Telemetria,Activa,3/9/14,560,5.712916667,-75.54041667,Caldas,Aguadas,Area Operativa 01 - Antioquia-Choco,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Arma,,Rio Arma,133929,9008413,south_america,geoglows
26187170,LA HERENCIA [26187170],Limnigrafica,Automatica sin Telemetria,Suspendida,5/15/94,1973,5.576140439,-75.33875001,Caldas,Aguadas,Area Operativa 01 - Antioquia-Choco,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Arma,8/28/14,Rio Arma,134105,9008936,south_america,geoglows
4403700097,SUCRE - AUT   [4403700097],Limnigrafica,Automatica con Telemetria,Activa,12/19/17,972,1.786743776,-75.65041667,Caqueta,Florencia (Caqueta),Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Hacha,,Rio Orteguaza,0,9018477,south_america,geoglows
44037010,MILAN [44037010],Limnimetrica,Convencional,Activa,5/15/88,260,1.286868391,-75.51708334,Caqueta,Milan,Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orteguaza,,Rio Orteguaza,138869,9019738,south_america,geoglows
44037040,EL ROSARIO - AUT [44037040],Limnigrafica,Automatica con Telemetria,Activa,8/15/64,600,1.721669455,-75.67642818,Caqueta,Florencia (Caqueta),Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CaranO,,Rio Orteguaza,138503,9018513,south_america,geoglows
44037050,VENECIA [44037050],Limnigrafica,Convencional,Activa,2/15/71,520,1.555728967,-75.54227594,Caqueta,Florencia (Caqueta),Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orteguaza,,Rio Orteguaza,138638,9019240,south_america,geoglows
44037060,FLORENCIA-HACHA [44037060],Limnigrafica,Automatica con Telemetria,Activa,2/15/71,270,1.621214849,-75.61875,Caqueta,Florencia (Caqueta),Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Hacha,,Rio Orteguaza,138503,9018934,south_america,geoglows
44037080,MORELIA  - AUT [44037080],Limnigrafica,Automatica con Telemetria,Activa,3/14/71,253,1.494136133,-75.73729494,Caqueta,Morelia,Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bodoquero,,Rio Orteguaza,138732,9019326,south_america,geoglows
44037090,LARANDIA [44037090],Limnigrafica,Automatica sin Telemetria,Suspendida,3/14/71,390,1.477916667,-75.49875,Caqueta,Florencia (Caqueta),Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Orteguaza,10/23/18,Rio Orteguaza,138638,9019240,south_america,geoglows
44037100,ITARCA [44037100],Limnigrafica,Convencional,Activa,3/15/71,236,1.526687757,-75.48977579,Caqueta,Montanita,Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,San Pedro,,Rio Orteguaza,138639,9019241,south_america,geoglows
